order_id,date,product,city,quantity,unit_price,currency,notes
1079,2026-05-11,Cappuccino,Montréal,1,5.40,EUR,
1080,2026-05-03,Cappuccino,Paris,4,5.20,EUR,
1081,2026-05-14,Moka,Montréal,4,5.30,EUR,
1082,2026-05-19,Latte,Lyon,1,5.00,EUR,
1083,2026-05-19,Latte,Paris,3,4.80,EUR,
1084,2026-05-15,Latte,Montréal,3,4.50,EUR,
1085,2026-05-08,Moka,Lyon,1,5.40,EUR,
1086,2026-05-08,Cappuccino,Montréal,4,5.20,EUR,
1087,2026-05-15,Latte,Lyon,1,5.00,EUR,
1088,2026-05-28,Latte,Paris,1,4.80,EUR,
1089,2026-05-14,Cappuccino,Lyon,?,5.00,EUR,
1090,2026-05-10,Moka,Montréal,1,5.50,EUR,
1091,2026-05-14,Moka,Lyon,2,5.50,EUR,
1092,2026-05-11,Latte,Montréal,2,4.70,EUR,
1093,2026-05-19,Cappuccino,Paris,1,5.40,EUR,
1094,2026-05-23,Moka,Lyon,1,5.60,EUR,
1095,2026-05-15,Cappuccino,Lyon,2,5.20,EUR,
1096,2026-05-20,Cappuccino,Paris,1,-4.20,EUR,
1097,2026-05-21,Latte,Lyon,4,4.70,EUR,
1098,2026-05-13,Cappuccino,Montréal,1,5.20,EUR,
1099,2026-05-14,Espresso,Lyon,4,2.90,EUR,
1100,2026-05-27,Cappuccino,Lyon,4,5.20,EUR,
1101,2026-05-02,Latte,Montréal,3,4.80,EUR,
1102,2026-05-18,Cappuccino,Lyon,4,5.30,EUR,
1103,2026-05-28,Moka,Montréal,4,5.80,EUR,
1104,2026-05-03,Moka,Paris,4,5.20,EUR,
1105,2026-05-20,Espresso,Montréal,4,3.00,EUR,
1106,2026-05-26,Moka,Lyon,3,5.40,EUR,
1107,2026-05-21,Latte,Lyon,1,4.60,EUR,
1108,2026-05-11,Latte,Lyon,3,5.10,EUR,
1109,2026-05-21,Espresso,Montréal,1,3.20,EUR,
1110,2026-05-17,Moka,Paris,4,5.50,EUR,
1111,2026-05-18,Espresso,Montréal,2,3.10,EUR,
1112,2026-05-05,Cappuccino,Montréal,3,4.90,EUR,
1006,2026-05-22,Latte,Paris,3,4.50,EUR,
1006,2026-05-22,Latte,Paris,3,4.50,EUR,
1021,2026-05-28,Moka,Paris,1,5.60,EUR,
1045,2026-05-14,Moka,Montréal,3,5.30,EUR,
1045,2026-05-14,Moka,Montréal,3,5.30,EUR,
1091,2026-05-14,Moka,Lyon,2,5.50,EUR,
